density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
SE-C03-006-D0003,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,57.932280561,58.932280561,1.000000000,2.684969976
SE-C03-006-D0004,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,82.932280561,83.932280561,1.000000000,2.642536360
SE-C03-006-D0005,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,107.932280561,108.932280561,1.000000000,2.698823290
SE-C03-006-D0006,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,132.932280561,133.932280561,1.000000000,2.658445550
SE-C03-006-D0007,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,157.932280561,158.932280561,1.000000000,2.618092050
SE-C03-006-D0008,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,182.932280561,183.932280561,1.000000000,2.630738500
SE-C03-006-D0009,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,207.932280561,208.932280561,1.000000000,2.577602207
SE-C03-006-D0010,SE-C03-006,DS05,santa_elena,CAMPAIGN_03,232.932280561,233.932280561,1.000000000,2.642966837
SE-C03-007-D0001,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,18.154343305,19.154343305,1.000000000,2.705720086
SE-C03-007-D0002,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,43.154343305,44.154343305,1.000000000,2.717802451
SE-C03-007-D0003,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,68.154343305,69.154343305,1.000000000,2.733700810
SE-C03-007-D0004,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,93.154343305,94.154343305,1.000000000,2.636743334
SE-C03-007-D0005,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,118.154343305,119.154343305,1.000000000,2.656990635
SE-C03-007-D0006,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,143.154343305,144.154343305,1.000000000,2.687166551
SE-C03-007-D0007,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,168.154343305,169.154343305,1.000000000,2.672235086
SE-C03-007-D0008,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,193.154343305,194.154343305,1.000000000,2.693686524
SE-C03-007-D0009,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,218.154343305,219.154343305,1.000000000,2.693944701
SE-C03-007-D0010,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,243.154343305,244.154343305,1.000000000,2.642318785
SE-C03-007-D0011,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,268.154343305,269.154343305,1.000000000,2.653099424
SE-C03-007-D0012,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,293.154343305,294.154343305,1.000000000,2.691619099
SE-C03-007-D0013,SE-C03-007,DS05,santa_elena,CAMPAIGN_03,318.154343305,319.154343305,1.000000000,2.726111496
SE-C03-008-D0001,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,1.004746701,2.004746701,1.000000000,2.163972384
SE-C03-008-D0002,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,26.004746701,27.004746701,1.000000000,2.724617794
SE-C03-008-D0003,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,51.004746701,52.004746701,1.000000000,2.657892401
SE-C03-008-D0004,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,76.004746701,77.004746701,1.000000000,2.679669790
SE-C03-008-D0005,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,101.004746701,102.004746701,1.000000000,2.676953341
SE-C03-008-D0006,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,126.004746701,127.004746701,1.000000000,2.664812922
SE-C03-008-D0007,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,151.004746701,152.004746701,1.000000000,2.648832142
SE-C03-008-D0008,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,176.004746701,177.004746701,1.000000000,2.667224540
SE-C03-008-D0009,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,201.004746701,202.004746701,1.000000000,2.662574004
SE-C03-008-D0010,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,226.004746701,227.004746701,1.000000000,2.633379576
SE-C03-008-D0011,SE-C03-008,DS05,santa_elena,CAMPAIGN_03,251.004746701,252.004746701,1.000000000,2.678336617
