sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
SE-C02-006-A0048,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,94.000000000,96.000000000,2.000000000,0.444559101,0.000000000,0.000000000
SE-C02-006-A0049,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,96.000000000,98.000000000,2.000000000,0.445751189,0.000000000,0.000000000
SE-C02-006-A0050,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,98.000000000,100.000000000,2.000000000,0.444200358,0.000000000,0.000000000
SE-C02-006-A0051,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,100.000000000,102.000000000,2.000000000,0.449579229,0.000000000,0.000000000
SE-C02-006-A0052,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,102.000000000,104.000000000,2.000000000,0.445356636,0.000000000,0.000000000
SE-C02-006-A0053,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,104.000000000,106.000000000,2.000000000,0.457536742,0.000000000,0.000000000
SE-C02-006-A0054,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,106.000000000,108.000000000,2.000000000,0.431319911,0.000000000,0.000000000
SE-C02-006-A0055,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,108.000000000,110.000000000,2.000000000,0.469821716,0.000000000,0.000000000
SE-C02-006-A0056,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,110.000000000,112.000000000,2.000000000,0.495411364,0.000000000,0.000000000
SE-C02-006-A0057,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,112.000000000,114.000000000,2.000000000,0.523786151,0.000000000,0.000000000
SE-C02-006-A0058,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,114.000000000,116.000000000,2.000000000,0.488778401,0.000000000,0.000000000
SE-C02-006-A0059,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,116.000000000,118.000000000,2.000000000,0.490417353,0.000000000,0.000000000
SE-C02-006-A0060,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,118.000000000,120.000000000,2.000000000,0.520803032,0.000000000,0.000000000
SE-C02-006-A0061,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,120.000000000,122.000000000,2.000000000,0.508617888,0.000000000,0.000000000
SE-C02-006-A0062,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,122.000000000,124.000000000,2.000000000,0.506851804,0.000000000,0.000000000
SE-C02-006-A0063,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,124.000000000,126.000000000,2.000000000,0.500977350,0.000000000,0.000000000
SE-C02-006-A0064,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,126.000000000,128.000000000,2.000000000,0.539264160,0.000000000,0.000000000
SE-C02-006-A0065,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,128.000000000,130.000000000,2.000000000,0.498535336,0.000000000,0.000000000
SE-C02-006-A0066,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,130.000000000,132.000000000,2.000000000,0.514356685,0.000000000,0.000000000
SE-C02-006-A0067,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,132.000000000,134.000000000,2.000000000,0.528569143,0.000000000,0.000000000
SE-C02-006-A0068,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,134.000000000,136.000000000,2.000000000,0.537502139,0.000000000,0.000000000
SE-C02-006-A0069,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,136.000000000,138.000000000,2.000000000,0.522571188,0.000000000,0.000000000
SE-C02-006-A0070,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,138.000000000,140.000000000,2.000000000,0.551607396,0.000000000,0.000000000
SE-C02-006-A0071,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,140.000000000,142.000000000,2.000000000,0.578310666,0.000000000,0.000000000
SE-C02-006-A0072,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,142.000000000,144.000000000,2.000000000,0.580485615,0.000000000,0.000000000
SE-C02-006-A0073,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,144.000000000,146.000000000,2.000000000,0.586647239,0.000000000,0.000000000
SE-C02-006-A0074,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,146.000000000,148.000000000,2.000000000,0.514183948,0.000000000,0.000000000
SE-C02-006-A0075,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,148.000000000,150.000000000,2.000000000,0.530294467,0.000000000,0.000000000
SE-C02-006-A0076,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,150.000000000,152.000000000,2.000000000,0.535822527,0.000000000,0.000000000
SE-C02-006-A0077,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,152.000000000,154.000000000,2.000000000,0.540458785,0.000000000,0.000000000
SE-C02-006-A0078,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,154.000000000,156.000000000,2.000000000,0.534473232,0.000000000,0.000000000
SE-C02-006-A0079,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,156.000000000,158.000000000,2.000000000,0.545175179,0.000000000,0.000000000
SE-C02-006-A0080,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,158.000000000,160.000000000,2.000000000,0.579328618,0.000000000,0.000000000
SE-C02-006-A0081,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,160.000000000,162.000000000,2.000000000,0.564243676,0.000000000,0.000000000
SE-C02-006-A0082,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,162.000000000,164.000000000,2.000000000,0.563894439,0.000000000,0.000000000
SE-C02-006-A0083,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,164.000000000,166.000000000,2.000000000,0.550347065,0.000000000,0.000000000
SE-C02-006-A0084,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,166.000000000,168.000000000,2.000000000,0.598137242,0.000000000,0.000000000
SE-C02-006-A0085,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,168.000000000,170.000000000,2.000000000,0.595057753,0.000000000,0.000000000
SE-C02-006-A0086,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,170.000000000,172.000000000,2.000000000,0.577736561,0.000000000,0.000000000
SE-C02-006-A0087,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,172.000000000,174.000000000,2.000000000,0.561693638,0.000000000,0.000000000
SE-C02-006-A0088,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,174.000000000,176.000000000,2.000000000,0.585584576,0.000000000,0.000000000
SE-C02-006-A0089,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,176.000000000,178.000000000,2.000000000,0.566711435,0.000000000,0.000000000
SE-C02-006-A0090,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,178.000000000,180.000000000,2.000000000,0.556627465,0.000000000,0.000000000
SE-C02-006-A0091,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,180.000000000,182.000000000,2.000000000,0.567315498,0.000000000,0.000000000
SE-C02-006-A0092,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,182.000000000,184.000000000,2.000000000,0.561901568,0.000000000,0.000000000
SE-C02-006-A0093,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,184.000000000,186.000000000,2.000000000,0.571296188,0.000000000,0.000000000
SE-C02-006-A0094,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,186.000000000,188.000000000,2.000000000,0.562870353,0.000000000,0.000000000
SE-C02-006-A0095,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,188.000000000,190.000000000,2.000000000,0.566447631,0.000000000,0.000000000
SE-C02-006-A0096,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,190.000000000,192.000000000,2.000000000,0.540202639,0.000000000,0.000000000
SE-C02-006-A0097,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,192.000000000,194.000000000,2.000000000,0.533220433,0.000000000,0.000000000
SE-C02-006-A0098,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,194.000000000,196.000000000,2.000000000,0.579932224,0.000000000,0.000000000
SE-C02-006-A0099,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,196.000000000,198.000000000,2.000000000,0.549992471,0.000000000,0.000000000
SE-C02-006-A0100,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,198.000000000,200.000000000,2.000000000,0.576273689,0.000000000,0.000000000
SE-C02-006-A0101,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,200.000000000,202.000000000,2.000000000,0.565773855,0.000000000,0.000000000
SE-C02-006-A0102,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,202.000000000,204.000000000,2.000000000,0.579551038,0.000000000,0.000000000
SE-C02-006-A0103,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,204.000000000,206.000000000,2.000000000,0.556415112,0.000000000,0.000000000
SE-C02-006-A0104,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,206.000000000,208.000000000,2.000000000,0.557119249,0.000000000,0.000000000
SE-C02-006-A0105,SE-C02-006,DS05,santa_elena,CAMPAIGN_02,208.000000000,210.000000000,2.000000000,0.569449304,0.000000000,0.000000000
SE-C02-007-A0001,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,0.000000000,2.000000000,2.000000000,0.241760094,0.000000000,0.000000000
SE-C02-007-A0002,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,2.000000000,4.000000000,2.000000000,0.221963807,0.000000000,0.000000000
SE-C02-007-A0003,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,4.000000000,6.000000000,2.000000000,0.241579567,0.000000000,0.000000000
SE-C02-007-A0004,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,6.000000000,8.000000000,2.000000000,0.246849253,0.000000000,0.000000000
SE-C02-007-A0005,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,8.000000000,10.000000000,2.000000000,0.244494576,0.000000000,0.000000000
SE-C02-007-A0006,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,10.000000000,12.000000000,2.000000000,0.260997734,0.000000000,0.000000000
SE-C02-007-A0007,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,12.000000000,14.000000000,2.000000000,0.279848034,0.000000000,0.000000000
SE-C02-007-A0008,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,14.000000000,16.000000000,2.000000000,0.277077637,0.000000000,0.000000000
SE-C02-007-A0009,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,16.000000000,18.000000000,2.000000000,0.263340298,0.000000000,0.000000000
SE-C02-007-A0010,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,18.000000000,20.000000000,2.000000000,0.298717731,0.000000000,0.000000000
SE-C02-007-A0011,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,20.000000000,22.000000000,2.000000000,0.296017256,0.000000000,0.000000000
SE-C02-007-A0012,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,22.000000000,24.000000000,2.000000000,0.283692655,0.000000000,0.000000000
SE-C02-007-A0013,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,24.000000000,26.000000000,2.000000000,0.322703971,0.000000000,0.000000000
SE-C02-007-A0014,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,26.000000000,28.000000000,2.000000000,0.297376771,0.000000000,0.000000000
SE-C02-007-A0015,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,28.000000000,30.000000000,2.000000000,0.343564878,0.000000000,0.000000000
SE-C02-007-A0016,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,30.000000000,32.000000000,2.000000000,0.334867052,0.000000000,0.000000000
SE-C02-007-A0017,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,32.000000000,34.000000000,2.000000000,0.339196229,0.000000000,0.000000000
SE-C02-007-A0018,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,34.000000000,36.000000000,2.000000000,0.339586923,0.000000000,0.000000000
SE-C02-007-A0019,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,36.000000000,38.000000000,2.000000000,0.375743476,0.000000000,0.000000000
SE-C02-007-A0020,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,38.000000000,40.000000000,2.000000000,0.370019609,0.000000000,0.000000000
SE-C02-007-A0021,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,40.000000000,42.000000000,2.000000000,0.371602370,0.000000000,0.000000000
SE-C02-007-A0022,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,42.000000000,44.000000000,2.000000000,0.382841455,0.000000000,0.000000000
SE-C02-007-A0023,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,44.000000000,46.000000000,2.000000000,0.371022195,0.000000000,0.000000000
SE-C02-007-A0024,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,46.000000000,48.000000000,2.000000000,0.377343475,0.000000000,0.000000000
SE-C02-007-A0025,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,48.000000000,50.000000000,2.000000000,0.415113471,0.000000000,0.000000000
SE-C02-007-A0026,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,50.000000000,52.000000000,2.000000000,0.376552099,0.000000000,0.000000000
SE-C02-007-A0027,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,52.000000000,54.000000000,2.000000000,0.432628979,0.000000000,0.000000000
SE-C02-007-A0028,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,54.000000000,56.000000000,2.000000000,0.428537944,0.000000000,0.000000000
SE-C02-007-A0029,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,56.000000000,58.000000000,2.000000000,0.425690056,0.000000000,0.000000000
SE-C02-007-A0030,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,58.000000000,60.000000000,2.000000000,0.455235863,0.000000000,0.000000000
SE-C02-007-A0031,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,60.000000000,62.000000000,2.000000000,0.441677672,0.000000000,0.000000000
SE-C02-007-A0032,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,62.000000000,64.000000000,2.000000000,0.445574516,0.000000000,0.000000000
SE-C02-007-A0033,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,64.000000000,66.000000000,2.000000000,0.436370963,0.000000000,0.000000000
SE-C02-007-A0034,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,66.000000000,68.000000000,2.000000000,0.477084771,0.000000000,0.000000000
SE-C02-007-A0035,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,68.000000000,70.000000000,2.000000000,0.455207268,0.000000000,0.000000000
SE-C02-007-A0036,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,70.000000000,72.000000000,2.000000000,0.481358591,0.000000000,0.000000000
SE-C02-007-A0037,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,72.000000000,74.000000000,2.000000000,0.480928144,0.000000000,0.000000000
SE-C02-007-A0038,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,74.000000000,76.000000000,2.000000000,0.505118630,0.000000000,0.000000000
SE-C02-007-A0039,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,76.000000000,78.000000000,2.000000000,0.489381038,0.000000000,0.000000000
SE-C02-007-A0040,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,78.000000000,80.000000000,2.000000000,0.520194204,0.000000000,0.000000000
SE-C02-007-A0041,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,80.000000000,82.000000000,2.000000000,0.531966870,0.000000000,0.000000000
SE-C02-007-A0042,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,82.000000000,84.000000000,2.000000000,0.553231420,0.000000000,0.000000000
SE-C02-007-A0043,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,84.000000000,86.000000000,2.000000000,0.531369300,0.000000000,0.000000000
SE-C02-007-A0044,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,86.000000000,88.000000000,2.000000000,0.538109709,0.000000000,0.000000000
SE-C02-007-A0045,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,88.000000000,90.000000000,2.000000000,0.559536791,0.000000000,0.000000000
SE-C02-007-A0046,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,90.000000000,92.000000000,2.000000000,0.547316330,0.000000000,0.000000000
SE-C02-007-A0047,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,92.000000000,94.000000000,2.000000000,0.549738219,0.000000000,0.000000000
SE-C02-007-A0048,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,94.000000000,96.000000000,2.000000000,0.600516956,0.000000000,0.000000000
SE-C02-007-A0049,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,96.000000000,98.000000000,2.000000000,0.550155007,0.000000000,0.000000000
SE-C02-007-A0050,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,98.000000000,100.000000000,2.000000000,0.605923788,0.000000000,0.000000000
SE-C02-007-A0051,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,100.000000000,102.000000000,2.000000000,0.574224531,0.000000000,0.000000000
SE-C02-007-A0052,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,102.000000000,104.000000000,2.000000000,0.568331825,0.000000000,0.000000000
SE-C02-007-A0053,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,104.000000000,106.000000000,2.000000000,0.582460179,0.000000000,0.000000000
SE-C02-007-A0054,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,106.000000000,108.000000000,2.000000000,0.622974762,0.000000000,0.000000000
SE-C02-007-A0055,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,108.000000000,110.000000000,2.000000000,0.575381174,0.000000000,0.000000000
SE-C02-007-A0056,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,110.000000000,112.000000000,2.000000000,0.644420399,0.000000000,0.000000000
SE-C02-007-A0057,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,112.000000000,114.000000000,2.000000000,0.659158618,0.000000000,0.000000000
SE-C02-007-A0058,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,114.000000000,116.000000000,2.000000000,0.625174476,0.000000000,0.000000000
SE-C02-007-A0059,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,116.000000000,118.000000000,2.000000000,0.606073852,0.000000000,0.000000000
SE-C02-007-A0060,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,118.000000000,120.000000000,2.000000000,0.662987881,0.000000000,0.000000000
SE-C02-007-A0061,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,120.000000000,122.000000000,2.000000000,0.610197191,0.000000000,0.000000000
SE-C02-007-A0062,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,122.000000000,124.000000000,2.000000000,0.690988350,0.000000000,0.000000000
SE-C02-007-A0063,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,124.000000000,126.000000000,2.000000000,0.630450468,0.000000000,0.000000000
SE-C02-007-A0064,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,126.000000000,128.000000000,2.000000000,0.683448067,0.000000000,0.000000000
SE-C02-007-A0065,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,128.000000000,130.000000000,2.000000000,0.594578950,0.000000000,0.000000000
SE-C02-007-A0066,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,130.000000000,132.000000000,2.000000000,0.659553608,0.000000000,0.000000000
SE-C02-007-A0067,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,132.000000000,134.000000000,2.000000000,0.647373462,0.000000000,0.000000000
SE-C02-007-A0068,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,134.000000000,136.000000000,2.000000000,0.626173340,0.000000000,0.000000000
SE-C02-007-A0069,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,136.000000000,138.000000000,2.000000000,0.685920803,0.000000000,0.000000000
SE-C02-007-A0070,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,138.000000000,140.000000000,2.000000000,0.651000831,0.000000000,0.000000000
SE-C02-007-A0071,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,140.000000000,142.000000000,2.000000000,0.761503082,0.000000000,0.000000000
SE-C02-007-A0072,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,142.000000000,144.000000000,2.000000000,0.654774123,0.000000000,0.000000000
SE-C02-007-A0073,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,144.000000000,146.000000000,2.000000000,0.702440624,0.000000000,0.000000000
SE-C02-007-A0074,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,146.000000000,148.000000000,2.000000000,0.702778426,0.000000000,0.000000000
SE-C02-007-A0075,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,148.000000000,150.000000000,2.000000000,0.665351639,0.000000000,0.000000000
SE-C02-007-A0076,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,150.000000000,152.000000000,2.000000000,0.744279584,0.000000000,0.000000000
SE-C02-007-A0077,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,152.000000000,154.000000000,2.000000000,0.692685887,0.000000000,0.000000000
SE-C02-007-A0078,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,154.000000000,156.000000000,2.000000000,0.671546693,0.000000000,0.000000000
SE-C02-007-A0079,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,156.000000000,158.000000000,2.000000000,0.680386224,0.000000000,0.000000000
SE-C02-007-A0080,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,158.000000000,160.000000000,2.000000000,0.682837565,0.000000000,0.000000000
SE-C02-007-A0081,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,160.000000000,162.000000000,2.000000000,0.671119192,0.000000000,0.000000000
SE-C02-007-A0082,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,162.000000000,164.000000000,2.000000000,0.677476556,0.000000000,0.000000000
SE-C02-007-A0083,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,164.000000000,166.000000000,2.000000000,0.703170189,0.000000000,0.000000000
SE-C02-007-A0084,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,166.000000000,168.000000000,2.000000000,0.695634594,0.000000000,0.000000000
SE-C02-007-A0085,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,168.000000000,170.000000000,2.000000000,0.680428704,0.000000000,0.000000000
SE-C02-007-A0086,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,170.000000000,172.000000000,2.000000000,0.752748927,0.000000000,0.000000000
SE-C02-007-A0087,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,172.000000000,174.000000000,2.000000000,0.696927084,0.000000000,0.000000000
SE-C02-007-A0088,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,174.000000000,176.000000000,2.000000000,0.698830484,0.000000000,0.000000000
SE-C02-007-A0089,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,176.000000000,178.000000000,2.000000000,0.868771209,0.000000000,0.000000000
SE-C02-007-A0090,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,178.000000000,180.000000000,2.000000000,0.838474526,0.000000000,0.000000000
SE-C02-007-A0091,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,180.000000000,182.000000000,2.000000000,0.790803911,0.000000000,0.000000000
SE-C02-007-A0092,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,182.000000000,184.000000000,2.000000000,0.860297891,0.000000000,0.000000000
SE-C02-007-A0093,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,184.000000000,186.000000000,2.000000000,0.863705424,0.000000000,0.000000000
SE-C02-007-A0094,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,186.000000000,188.000000000,2.000000000,0.826865562,0.000000000,0.000000000
SE-C02-007-A0095,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,188.000000000,190.000000000,2.000000000,0.845311050,0.000000000,0.000000000
SE-C02-007-A0096,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,190.000000000,192.000000000,2.000000000,0.830635170,0.000000000,0.000000000
SE-C02-007-A0097,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,192.000000000,194.000000000,2.000000000,0.882969147,0.000000000,0.000000000
SE-C02-007-A0098,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,194.000000000,196.000000000,2.000000000,0.808661766,0.000000000,0.000000000
SE-C02-007-A0099,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,196.000000000,198.000000000,2.000000000,0.853011136,0.000000000,0.000000000
SE-C02-007-A0100,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,198.000000000,200.000000000,2.000000000,0.807010023,0.000000000,0.000000000
SE-C02-007-A0101,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,200.000000000,202.000000000,2.000000000,0.797350973,0.000000000,0.000000000
SE-C02-007-A0102,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,202.000000000,204.000000000,2.000000000,0.806598156,0.000000000,0.000000000
SE-C02-007-A0103,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,204.000000000,206.000000000,2.000000000,0.796305209,0.000000000,0.000000000
SE-C02-007-A0104,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,206.000000000,208.000000000,2.000000000,0.819395070,0.000000000,0.000000000
SE-C02-007-A0105,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,208.000000000,210.000000000,2.000000000,0.805122719,0.000000000,0.000000000
SE-C02-007-A0106,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,210.000000000,212.000000000,2.000000000,0.822483177,0.000000000,0.000000000
SE-C02-007-A0107,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,212.000000000,214.000000000,2.000000000,0.786380465,0.000000000,0.000000000
SE-C02-007-A0108,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,214.000000000,216.000000000,2.000000000,0.787465925,0.000000000,0.000000000
SE-C02-007-A0109,SE-C02-007,DS05,santa_elena,CAMPAIGN_02,216.000000000,217.310519693,1.310519693,0.808297302,0.000000000,0.000000000
SE-C02-008-A0001,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,0.000000000,2.000000000,2.000000000,0.214792390,0.000000000,0.000000000
SE-C02-008-A0002,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,2.000000000,4.000000000,2.000000000,0.231690671,0.000000000,0.000000000
SE-C02-008-A0003,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,4.000000000,6.000000000,2.000000000,0.244643082,0.000000000,0.000000000
SE-C02-008-A0004,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,6.000000000,8.000000000,2.000000000,0.255618105,0.000000000,0.000000000
SE-C02-008-A0005,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,8.000000000,10.000000000,2.000000000,0.257065029,0.000000000,0.000000000
SE-C02-008-A0006,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,10.000000000,12.000000000,2.000000000,0.267635685,0.000000000,0.000000000
SE-C02-008-A0007,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,12.000000000,14.000000000,2.000000000,0.275795534,0.000000000,0.000000000
SE-C02-008-A0008,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,14.000000000,16.000000000,2.000000000,0.273044614,0.000000000,0.000000000
SE-C02-008-A0009,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,16.000000000,18.000000000,2.000000000,0.281277121,0.000000000,0.000000000
SE-C02-008-A0010,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,18.000000000,20.000000000,2.000000000,0.257082275,0.000000000,0.000000000
SE-C02-008-A0011,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,20.000000000,22.000000000,2.000000000,0.291203971,0.000000000,0.000000000
SE-C02-008-A0012,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,22.000000000,24.000000000,2.000000000,0.283140023,0.000000000,0.000000000
SE-C02-008-A0013,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,24.000000000,26.000000000,2.000000000,0.309710674,0.000000000,0.000000000
SE-C02-008-A0014,SE-C02-008,DS05,santa_elena,CAMPAIGN_02,26.000000000,28.000000000,2.000000000,0.336789195,0.000000000,0.000000000
